TicketID,EventID,AttendeeID,PurchaseDate,Price
237,18,8038,2024-01-07,82
238,975,4233,2024-01-08,164
239,457,1582,2024-07-31,179
240,670,2681,2024-02-08,21
241,828,1993,2024-03-22,184
242,275,8099,2024-01-30,148
243,13,5606,2024-08-10,130
244,652,144,2024-06-22,32
245,346,8846,2024-09-12,160
246,244,2829,2024-02-05,56
247,247,8978,2024-06-08,159
248,487,724,2024-05-14,172
249,932,1302,2024-07-20,91
250,426,6074,2024-01-16,167
251,294,8668,2024-07-29,136
252,100,3159,2024-05-26,40
253,418,6609,2024-02-21,97
254,255,2118,2024-06-04,78
255,51,2149,2024-05-17,150
256,984,957,2024-01-12,169
257,719,8729,2024-02-06,30
258,373,8336,2024-07-22,160
259,161,1660,2024-04-21,41
260,701,9478,2024-08-21,133
261,472,4,2024-08-26,35
262,114,5756,2024-01-27,133
263,790,7067,2024-06-17,100
264,901,2279,2024-01-25,176
265,926,1439,2024-07-24,14
266,741,420,2024-01-06,164
267,780,8827,2024-04-30,181
268,456,5318,2024-08-16,129
269,350,8162,2024-05-06,150
270,361,7002,2024-03-09,147
271,268,409,2024-08-02,14
272,389,9315,2024-02-20,137
273,980,1656,2024-02-20,27
274,163,138,2024-02-02,24
275,995,6836,2024-06-21,161
276,850,7258,2024-09-08,191
277,730,3950,2024-04-01,108
278,120,8502,2024-02-14,128
279,327,7506,2024-07-29,107
280,41,1622,2024-02-10,134
281,985,2438,2024-04-28,94
282,310,1074,2024-07-28,137
283,443,2265,2024-09-19,160
284,808,6026,2024-09-09,99
285,125,3058,2024-01-06,106
286,536,8840,2024-09-03,58
287,252,8515,2024-04-18,123
288,816,1085,2024-01-16,33
289,392,9820,2024-01-27,83
290,381,1912,2024-08-26,80
291,665,8596,2024-03-28,170
292,125,9592,2024-03-24,61
293,163,9256,2024-07-04,57
294,954,7571,2024-04-22,114
295,201,6690,2024-05-28,42
296,630,2036,2024-04-06,45
297,702,6040,2024-01-15,152
298,741,7861,2024-02-06,71
299,184,5095,2024-02-07,198
300,835,8808,2024-04-09,34
301,151,6233,2024-04-03,27
302,722,2799,2024-08-25,82
303,875,4381,2024-06-19,134
304,292,8973,2024-05-26,95
305,850,2106,2024-06-25,75
306,962,4140,2024-06-05,118
307,826,5581,2024-02-19,25
308,109,490,2024-07-11,188
309,877,9341,2024-09-17,125
310,365,1055,2024-05-02,172
311,672,8317,2024-05-21,160
312,135,6381,2024-06-07,165
313,354,1306,2024-08-10,49
314,936,1521,2024-02-02,33
315,882,5094,2024-06-11,137
316,909,1568,2024-08-08,27
317,131,4343,2024-03-08,178
318,586,7517,2024-02-24,139
319,469,5160,2024-06-18,116
320,953,638,2024-05-26,161
321,822,1269,2024-07-30,122
322,573,4924,2024-08-08,75
323,760,5220,2024-07-16,101
324,14,6425,2024-01-28,184
325,480,1814,2024-04-29,111
326,40,9595,2024-05-18,101
327,409,5053,2024-04-10,186
328,888,7986,2024-03-16,170
329,152,9738,2024-06-14,172
330,417,8210,2024-03-12,153
331,62,8924,2024-03-05,30
332,196,8076,2024-06-05,51
333,522,9090,2024-02-25,125
334,743,3927,2024-08-01,48
335,199,89,2024-02-08,10
336,578,4047,2024-01-08,141
337,94,3234,2024-06-25,180
338,12,1848,2024-08-02,95
339,556,5729,2024-02-17,152
340,188,7286,2024-02-06,22
341,628,5588,2024-09-15,52
342,18,8941,2024-04-09,126
343,364,4718,2024-05-04,128
344,794,7074,2024-05-19,46
345,82,8034,2024-03-30,30
346,614,8443,2024-08-09,98
347,509,1606,2024-08-29,14
348,786,7625,2024-03-15,189
349,272,682,2024-07-28,133
350,729,7452,2024-09-16,48
351,588,8395,2024-06-11,54
352,782,8270,2024-08-20,95
353,119,1985,2024-01-08,133
354,903,2799,2024-08-21,63
355,201,31,2024-09-15,124
356,960,5416,2024-02-09,194
357,541,8504,2024-05-29,76
358,424,3805,2024-03-04,30
359,298,5607,2024-08-09,37
360,462,1521,2024-01-11,43
361,657,2979,2024-05-13,84
362,894,7920,2024-01-22,99
363,542,7000,2024-07-06,115
364,573,5117,2024-05-15,13
365,886,8448,2024-04-29,172
366,369,9061,2024-03-12,111
367,813,4977,2024-03-25,198
368,404,7047,2024-09-02,158
369,468,9209,2024-07-09,48
370,286,5979,2024-04-27,164
371,210,6084,2024-04-28,92
372,759,6208,2024-07-12,144
373,660,7495,2024-05-17,20
374,260,1191,2024-01-16,58
375,98,4314,2024-04-24,73
376,667,1894,2024-02-06,145
377,984,9203,2024-04-16,27
378,532,7209,2024-01-11,27
379,169,2467,2024-01-06,124
380,119,1735,2024-07-20,178
381,503,2337,2024-04-11,149
382,619,4386,2024-07-27,161
383,28,8312,2024-03-11,39
384,123,1800,2024-01-28,31
385,239,6539,2024-01-02,51
386,203,3971,2024-05-09,161
387,785,1800,2024-08-22,45
388,10,1569,2024-03-24,73
389,462,8849,2024-06-28,26
390,972,7764,2024-05-17,86
391,22,8695,2024-09-01,153
392,220,1443,2024-08-10,39
393,152,697,2024-07-20,83
394,987,3360,2024-01-31,105
395,76,7294,2024-05-23,55
396,101,7018,2024-04-25,107
397,354,7177,2024-06-16,80
398,397,2279,2024-03-01,121
399,188,220,2024-07-11,189
400,137,3799,2024-07-06,36
401,644,702,2024-06-18,95
402,625,1083,2024-04-12,24
403,362,6608,2024-07-22,84
404,932,6100,2024-03-09,73
405,173,7363,2024-08-20,27
406,129,8764,2024-03-14,99
407,700,6711,2024-09-12,98
408,781,7415,2024-04-29,96
409,453,592,2024-02-02,184
410,269,4334,2024-09-14,21
411,495,9321,2024-03-22,53
412,99,1395,2024-07-05,96
413,763,5861,2024-05-12,16
414,515,462,2024-05-28,136
415,321,6229,2024-08-24,162
416,970,9070,2024-03-19,138
417,223,6322,2024-08-25,56
418,277,7536,2024-02-11,103
419,793,5284,2024-05-04,40
420,348,4681,2024-04-06,39
421,902,4205,2024-02-24,95
422,788,7325,2024-02-23,21
423,996,2262,2024-05-21,111
424,438,2819,2024-09-06,81
425,406,1150,2024-09-14,189
426,273,2924,2024-05-27,65
427,810,9945,2024-01-29,35
428,739,8621,2024-03-24,118
429,720,3076,2024-07-13,72
430,866,6002,2024-06-03,75
431,964,2611,2024-07-22,162
432,865,747,2024-09-12,105
433,392,6688,2024-08-09,162
434,226,7857,2024-05-15,28
435,520,6547,2024-08-31,114
436,173,2100,2024-03-01,109
437,838,5084,2024-07-24,187
438,288,8881,2024-07-03,150
439,307,1541,2024-09-12,71
440,367,940,2024-09-16,137
441,767,4477,2024-03-24,124
442,999,6946,2024-08-09,113
443,1000,3322,2024-07-10,141
444,206,6935,2024-04-14,17
445,58,1016,2024-01-23,167
446,65,9205,2024-04-23,72
447,787,5603,2024-05-03,153
448,494,5345,2024-05-07,131
449,471,4449,2024-01-05,189
450,290,2601,2024-08-29,17
451,315,184,2024-08-27,94
452,935,9865,2024-08-23,149
453,989,7603,2024-07-30,23
454,8,8843,2024-04-27,101
455,682,6513,2024-06-01,186
456,557,9730,2024-06-05,82
457,322,4190,2024-08-24,75
458,309,8579,2024-01-03,53
459,448,8962,2024-03-13,66
460,151,5753,2024-03-21,63
461,896,1169,2024-09-07,109
462,439,3090,2024-08-26,189
463,449,5427,2024-06-17,174
464,40,1488,2024-04-25,32
465,104,1426,2024-03-13,51
466,424,5962,2024-04-07,173
467,16,2402,2024-07-28,166
468,777,628,2024-03-21,155
469,120,5684,2024-08-30,74
470,921,3350,2024-03-01,189
471,890,1014,2024-01-04,124
472,302,6752,2024-04-10,21
473,723,2219,2024-03-02,188
474,32,5281,2024-05-08,158
475,104,1980,2024-06-20,35
476,123,9177,2024-07-20,191
477,970,9918,2024-03-20,125
478,432,5321,2024-07-31,195
479,716,7932,2024-07-21,34
480,791,9066,2024-05-22,82
481,609,4764,2024-07-16,39
482,518,5895,2024-08-09,173
483,904,1318,2024-07-02,116
484,5,3159,2024-01-09,166
485,238,8833,2024-07-02,162
486,423,4904,2024-05-06,18
487,373,9325,2024-01-17,41
488,543,8649,2024-05-12,118
489,559,4741,2024-07-28,124
490,218,2918,2024-05-07,34
491,559,1641,2024-01-02,179
492,556,4061,2024-05-02,131
493,946,8193,2024-06-28,164
494,634,8100,2024-06-01,132
495,813,9442,2024-04-28,179
496,383,4615,2024-01-11,185
497,682,8121,2024-05-31,130
498,72,9194,2024-08-05,169
499,241,8437,2024-05-28,111
500,705,7167,2024-07-17,72
501,260,2521,2024-03-24,73
502,77,4032,2024-08-03,58
503,321,1113,2024-03-26,98
504,662,3833,2024-07-26,142
505,943,8497,2024-02-01,38
506,168,419,2024-06-15,85
507,667,9796,2024-06-28,25
508,118,1642,2024-04-19,21
509,651,4732,2024-07-09,35
510,741,5615,2024-03-30,109
511,253,3776,2024-04-17,111
512,826,9108,2024-04-18,28
513,911,7565,2024-09-19,192
514,580,9583,2024-04-28,48
515,306,1205,2024-03-17,115
516,432,438,2024-01-05,52
517,837,8963,2024-07-14,139
518,869,5971,2024-03-22,110
519,562,8628,2024-05-28,22
520,1000,6490,2024-08-28,105
521,218,8860,2024-08-05,27
522,356,667,2024-01-10,32
523,927,7629,2024-01-29,14
524,620,8193,2024-01-26,112
525,521,4417,2024-04-14,120
526,214,5192,2024-09-15,39
527,828,8947,2024-09-07,131
528,286,8130,2024-04-10,165
529,46,2460,2024-07-09,158
530,249,7600,2024-02-05,160
531,819,1986,2024-09-18,77
532,397,4337,2024-02-24,165
533,615,9280,2024-07-29,108
534,226,5509,2024-09-02,185
535,702,9364,2024-06-01,80
536,355,2092,2024-04-06,24
537,495,7150,2024-08-31,185
538,170,8446,2024-06-15,86
539,687,2808,2024-06-03,197
540,342,6797,2024-07-17,45
541,2,108,2024-04-19,56
542,374,1506,2024-04-19,12
543,448,8264,2024-03-09,124
544,125,1468,2024-03-01,118
545,679,7721,2024-04-26,189
546,635,779,2024-05-10,166
547,89,1851,2024-02-28,112
548,138,1356,2024-06-10,177
549,986,6791,2024-08-31,186
550,207,9547,2024-02-05,119
551,193,1537,2024-07-20,65
552,884,3749,2024-01-08,165
553,674,2209,2024-04-15,85
554,852,7586,2024-08-09,142
555,201,5877,2024-02-06,144
556,212,5178,2024-09-19,123
557,33,3674,2024-01-26,51
558,685,3572,2024-02-08,138
559,269,6757,2024-01-31,100
560,946,3603,2024-06-25,76
561,591,7646,2024-04-22,119
562,488,1274,2024-06-30,155
563,44,9540,2024-08-28,150
564,980,6723,2024-05-28,51
565,777,595,2024-01-20,163
566,447,8003,2024-03-17,34
567,328,736,2024-05-14,92
568,51,1685,2024-01-10,26
569,120,8994,2024-01-07,196
570,28,2704,2024-07-23,13
571,803,7690,2024-06-30,15
572,838,1340,2024-01-28,46
573,911,8131,2024-02-13,128
574,902,5045,2024-03-17,31
575,10,6704,2024-03-07,21
576,106,2272,2024-01-26,56
577,16,3814,2024-03-29,173
578,589,8342,2024-01-27,131
579,327,6691,2024-01-25,184
580,293,7554,2024-06-03,191
581,628,5123,2024-05-24,195
582,735,6203,2024-07-03,13
583,585,8042,2024-01-08,40
584,10,2156,2024-04-12,57
585,763,51,2024-03-26,155
586,211,5677,2024-03-07,188
587,909,2447,2024-03-17,189
588,965,6435,2024-08-16,96
589,729,7292,2024-03-09,177
590,363,7991,2024-04-29,122
591,686,9015,2024-02-14,37
592,918,3095,2024-09-02,23
593,646,9872,2024-03-08,75
594,6,3686,2024-05-20,150
595,706,6495,2024-07-29,159
596,83,6973,2024-01-26,150
597,396,5045,2024-06-05,22
598,907,1775,2024-05-17,189
599,731,8777,2024-01-15,21
600,173,9690,2024-06-18,155
601,886,5987,2024-07-01,139
602,893,8598,2024-02-22,192
603,284,5227,2024-03-26,97
604,317,329,2024-09-03,160
605,913,735,2024-07-09,45
606,976,2500,2024-06-25,49
607,956,3979,2024-07-21,152
608,124,1447,2024-04-04,39
609,298,5921,2024-07-16,158
610,61,7604,2024-01-10,184
611,876,8165,2024-03-23,165
612,762,6466,2024-07-20,118
613,274,80,2024-05-22,195
614,35,7745,2024-03-13,105
615,116,7720,2024-07-27,73
616,214,4327,2024-01-19,122
617,914,2629,2024-06-08,186
618,89,9280,2024-08-29,89
619,72,4362,2024-02-29,141
620,651,1724,2024-07-10,125
621,917,1921,2024-05-25,79
622,152,1145,2024-04-02,194
623,963,1983,2024-03-30,36
624,94,4708,2024-06-27,92
625,911,8632,2024-05-02,30
626,75,5118,2024-09-04,26
627,914,3843,2024-04-22,103
628,954,6692,2024-06-29,31
629,662,5131,2024-08-01,61
630,348,5811,2024-03-08,125
631,459,8123,2024-07-23,46
632,813,4118,2024-02-23,173
633,989,8167,2024-06-24,89
634,915,8460,2024-06-10,172
635,254,5234,2024-04-05,175
636,605,3529,2024-05-17,150
637,27,1703,2024-07-15,69
638,726,8286,2024-07-15,110
639,932,1565,2024-05-11,136
640,410,7033,2024-05-06,74
641,788,6781,2024-03-17,82
642,556,6305,2024-08-11,33
643,701,1749,2024-05-16,161
644,684,675,2024-04-13,29
645,82,4223,2024-01-28,59
646,826,7330,2024-04-21,16
647,996,8888,2024-05-18,44
648,863,3435,2024-05-30,114
649,43,818,2024-09-15,34
650,960,9425,2024-07-29,176
651,147,7697,2024-02-24,30
652,547,1994,2024-01-06,14
653,266,3516,2024-07-17,76
654,278,721,2024-01-09,184
655,409,7178,2024-01-28,24
656,108,5317,2024-03-08,60
657,546,6688,2024-04-24,192
658,291,7150,2024-08-04,147
659,837,6739,2024-07-05,174
660,824,706,2024-03-12,64
661,317,1143,2024-02-27,137
662,290,8889,2024-07-07,75
663,395,1735,2024-02-19,50
664,489,5332,2024-07-21,78
665,670,3775,2024-01-14,117
666,830,4837,2024-02-24,37
667,285,6262,2024-08-15,120
668,418,7308,2024-02-05,151
669,617,3580,2024-04-09,52
670,409,4915,2024-01-02,53
671,41,4783,2024-05-06,160
672,282,6562,2024-06-17,64
673,884,4280,2024-02-15,108
674,724,2228,2024-05-13,191
675,259,3217,2024-06-17,166
676,549,297,2024-05-26,157
677,15,3203,2024-08-12,85
678,520,2954,2024-04-07,99
679,137,5404,2024-05-23,94
680,770,9136,2024-03-11,197
681,790,8791,2024-01-30,35
682,813,8080,2024-04-11,110
683,588,2916,2024-08-01,114
684,42,8774,2024-07-30,102
685,380,9725,2024-06-16,67
686,899,5001,2024-03-25,109
687,78,8846,2024-04-05,146
688,887,50,2024-07-23,61
689,681,5812,2024-01-04,189
690,276,8587,2024-04-16,18
691,452,6567,2024-09-18,46
692,801,9800,2024-05-18,146
693,354,2747,2024-01-24,180
694,63,3972,2024-08-28,146
695,550,3474,2024-02-10,107
696,458,8141,2024-06-17,57
697,874,8333,2024-07-05,19
698,41,7217,2024-01-21,131
699,565,759,2024-05-28,186
700,904,2844,2024-05-07,34
701,50,9596,2024-04-28,74
702,977,4234,2024-03-28,165
703,458,3031,2024-08-21,133
704,512,8095,2024-06-30,85
705,831,2608,2024-08-31,55
706,220,3731,2024-05-08,159
707,13,2261,2024-04-15,67
708,599,7023,2024-09-14,165
709,381,2732,2024-09-14,197
710,366,8046,2024-08-21,18
711,205,9756,2024-05-06,173
712,476,1605,2024-08-10,30
713,274,7506,2024-03-22,181
714,741,904,2024-09-18,132
715,419,196,2024-08-24,185
716,55,4386,2024-02-01,28
717,680,9770,2024-03-23,56
718,497,6455,2024-08-30,164
719,799,5601,2024-01-14,75
720,298,7128,2024-07-08,191
721,437,6820,2024-05-19,22
722,137,2829,2024-02-26,50
723,223,4677,2024-04-09,19
724,299,8149,2024-06-15,15
725,663,8887,2024-09-11,33
726,314,8328,2024-06-19,163
727,709,606,2024-06-21,166
728,106,6625,2024-09-11,82
729,724,7105,2024-03-30,44
730,296,6907,2024-03-26,25
731,157,2698,2024-05-17,134
732,775,4183,2024-05-10,49
733,355,7095,2024-06-07,172
734,791,2254,2024-08-24,85
735,622,430,2024-01-05,114
736,427,1081,2024-08-21,101
737,6,8896,2024-02-02,135
738,277,4237,2024-03-12,103
739,978,9790,2024-09-10,22
740,904,8450,2024-04-15,164
741,119,6745,2024-03-12,178
742,206,9318,2024-02-01,94
743,760,464,2024-04-27,26
744,912,4123,2024-02-08,118
745,676,9134,2024-08-30,92
746,782,5375,2024-09-15,105
747,738,4450,2024-06-05,25
748,339,5134,2024-07-02,33
749,21,57,2024-01-07,27
750,226,6580,2024-07-20,46
751,513,9098,2024-06-14,149
752,711,179,2024-05-24,150
753,154,5114,2024-04-02,188
754,273,6503,2024-01-15,58
755,880,2178,2024-05-17,167
756,523,7287,2024-03-28,193
757,774,1342,2024-03-24,188
758,348,2078,2024-05-20,153
759,214,1189,2024-07-29,127
760,530,9727,2024-06-14,174
761,369,446,2024-02-24,199
762,579,2541,2024-02-15,186
763,923,8441,2024-06-21,125
764,731,161,2024-05-14,65
765,300,22,2024-02-18,64
766,266,9687,2024-07-17,17
767,181,5870,2024-09-07,98
768,508,7600,2024-07-16,14
769,839,7666,2024-06-17,153
770,838,9440,2024-07-16,179
771,263,615,2024-06-22,76
772,213,9380,2024-02-15,97
773,888,2350,2024-02-23,115
774,352,201,2024-03-28,189
775,185,2621,2024-01-06,175
776,701,8867,2024-09-07,87
777,651,7625,2024-02-24,181
778,285,729,2024-03-31,174
779,60,4989,2024-08-02,125
780,714,2880,2024-05-03,46
781,279,2221,2024-01-14,137
782,987,8202,2024-02-27,106
783,158,1501,2024-05-26,143
784,482,2972,2024-07-10,59
785,266,8346,2024-03-06,166
786,79,910,2024-04-26,67
787,58,8258,2024-01-07,187
788,210,148,2024-09-09,139
789,130,9582,2024-03-24,158
790,750,1101,2024-08-24,155
791,106,4081,2024-05-12,157
792,394,8738,2024-06-21,121
793,505,9543,2024-07-24,24
794,556,6023,2024-01-15,127
795,622,4725,2024-04-03,187
796,708,1575,2024-01-18,161
797,70,1828,2024-04-03,128
798,731,4761,2024-07-08,188
799,794,3081,2024-02-21,73
800,600,4464,2024-04-25,197
801,438,8974,2024-07-12,130
802,901,1555,2024-09-16,164
803,370,8447,2024-02-16,78
804,127,6652,2024-01-12,148
805,525,3223,2024-02-29,157
806,262,5297,2024-08-13,13
807,175,8013,2024-05-13,137
808,612,3844,2024-02-14,69
809,702,1783,2024-04-10,190
810,297,3349,2024-01-12,197
811,23,9850,2024-05-01,155
812,149,1824,2024-06-12,14
813,465,765,2024-02-01,110
814,770,9982,2024-01-28,30
815,228,5760,2024-01-29,123
816,650,683,2024-02-24,71
817,776,7487,2024-02-23,102
818,937,3292,2024-03-22,13
819,774,4638,2024-05-14,119
820,546,9517,2024-05-15,35
821,362,5055,2024-08-31,176
822,294,4366,2024-06-15,39
823,563,7632,2024-03-29,173
824,727,8194,2024-03-21,169
825,48,2277,2024-06-02,116
826,481,3031,2024-02-25,53
827,465,8927,2024-04-13,53
828,693,4573,2024-06-12,56
829,786,1856,2024-04-19,54
830,987,3098,2024-07-12,15
831,231,8364,2024-07-23,186
832,428,6953,2024-09-19,28
833,829,5242,2024-06-14,109
834,605,9115,2024-07-05,124
835,928,3747,2024-06-15,155
836,490,1750,2024-02-06,95
837,278,3184,2024-07-15,188
838,146,7041,2024-09-18,145
839,424,8389,2024-02-19,91
840,479,6052,2024-08-25,159
841,102,8771,2024-01-26,121
842,908,5315,2024-05-17,102
843,113,4587,2024-05-01,166
844,468,3118,2024-08-24,67
845,476,8913,2024-01-16,169
846,558,6449,2024-05-08,109
847,430,4267,2024-02-11,26
848,227,280,2024-07-29,69
849,546,9458,2024-04-28,181
850,981,8428,2024-05-03,33
851,51,7780,2024-05-24,197
852,529,2888,2024-09-03,170
853,839,3370,2024-09-18,139
854,310,608,2024-05-03,96
855,806,815,2024-09-04,76
856,751,3474,2024-07-06,79
857,246,3122,2024-02-10,24
858,989,3943,2024-01-22,157
859,487,648,2024-03-02,119
860,821,6615,2024-08-07,199
861,110,7886,2024-01-11,132
862,446,5890,2024-09-08,157
863,156,5317,2024-02-26,153
864,424,9133,2024-01-24,159
865,809,1410,2024-08-15,38
866,69,9530,2024-03-15,195
867,377,177,2024-07-08,13
868,959,7500,2024-03-27,40
869,405,513,2024-06-30,139
870,676,9356,2024-01-17,27
871,392,8900,2024-01-24,185
872,461,419,2024-08-21,25
873,217,6789,2024-01-06,182
874,543,8663,2024-05-22,108
875,167,6787,2024-01-24,39
876,914,3923,2024-04-16,81
